APVA Process Graph Study v0.1
============================================================================================
Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
Node count: 41
Edge count: 221

1. Directed Graph Summary
SourceNode | DestinationNode | TransitionCount | TransitionProbability
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 5 | -0.0002 | -0.0002 | 20.00% | 80.00% | 0.00% | -60.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> DecayToNeutral_Age1 | 2 | -0.0003 | -0.0003 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> DecayToNeutral_Age1 | 2 | 0.0006 | 0.0006 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 9 | -0.0002 | -0.0005 | 22.22% | 66.67% | 11.11% | -44.44%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 3 | -0.0002 | -0.0005 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> DecayToNeutral_Age1 | 6 | -0.0004 | -0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> MixedStructure_Age4 -> DecayToNeutral_Age1 | 2 | -0.0000 | -0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 7 | 0.0001 | 0.0001 | 71.43% | 28.57% | 0.00% | 42.86%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 2 | -0.0001 | -0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 5 | 0.0000 | -0.0001 | 40.00% | 60.00% | 0.00% | -20.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> DecayToNeutral_Age1 | 1 | 0.0016 | 0.0016 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 3 | 0.0002 | 0.0002 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 6 | -0.0002 | -0.0003 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 3 | 0.0005 | 0.0010 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> DecayToNeutral_Age1 | 2 | -0.0010 | -0.0010 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 45 | 0.0000 | 0.0000 | 51.11% | 44.44% | 4.44% | 6.67%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 6 | 0.0000 | 0.0001 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 9 | 0.0001 | 0.0000 | 33.33% | 44.44% | 22.22% | -11.11%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 5 | -0.0002 | -0.0004 | 40.00% | 60.00% | 0.00% | -20.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 55 | -0.0000 | 0.0000 | 47.27% | 45.45% | 7.27% | 1.82%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 2 | 0.0001 | 0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 4 | 0.0001 | 0.0001 | 75.00% | 25.00% | 0.00% | 50.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 7 | 0.0000 | 0.0001 | 57.14% | 28.57% | 14.29% | 28.57%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 6 | -0.0000 | 0.0000 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> DecayToNeutral_Age1 | 2 | -0.0000 | -0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 2 | 0.0008 | 0.0008 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 3 | 0.0000 | 0.0000 | 33.33% | 33.33% | 33.33% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 5 | -0.0000 | -0.0001 | 40.00% | 60.00% | 0.00% | -20.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 2 | 0.0003 | 0.0003 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 6 | 0.0001 | 0.0003 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 2 | -0.0001 | -0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 6 | -0.0000 | 0.0001 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 4 | -0.0004 | -0.0004 | 25.00% | 75.00% | 0.00% | -50.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 10 | 0.0000 | 0.0001 | 70.00% | 30.00% | 0.00% | 40.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 5 | 0.0002 | 0.0003 | 60.00% | 40.00% | 0.00% | 20.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 4 | 0.0004 | 0.0010 | 75.00% | 25.00% | 0.00% | 50.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> ReassertionProcessing_Age3 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 2 | 0.0002 | 0.0002 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 2 | -0.0008 | -0.0008 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> DecayToNeutral_Age1 | 2 | -0.0002 | -0.0002 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 2 | -0.0000 | -0.0000 | 0.00% | 50.00% | 50.00% | -50.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 3 | 0.0006 | 0.0008 | 66.67% | 33.33% | 0.00% | 33.33%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 2 | -0.0002 | -0.0002 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 5 | -0.0000 | -0.0000 | 40.00% | 60.00% | 0.00% | -20.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> ReassertionProcessing_Age3 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 2 | 0.0014 | 0.0014 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> ReassertionProcessing_Age3 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 1 | 0.0006 | 0.0006 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 7 | 0.0002 | 0.0003 | 71.43% | 28.57% | 0.00% | 42.86%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 2 | 0.0007 | 0.0007 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 6 | 0.0001 | 0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 2 | -0.0009 | -0.0009 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 12 | 0.0001 | 0.0001 | 58.33% | 33.33% | 8.33% | 25.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 2 | 0.0002 | 0.0002 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 4 | 0.0001 | 0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DecayToNeutral_Age1 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 7 | -0.0002 | -0.0002 | 28.57% | 71.43% | 0.00% | -42.86%
Cycle | DecayToNeutral_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 5 | -0.0002 | -0.0004 | 20.00% | 80.00% | 0.00% | -60.00%
Cycle | DecayToNeutral_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 2 | -0.0005 | -0.0005 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DestructiveRotation_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | 6 | -0.0001 | -0.0003 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 | 2 | 0.0015 | 0.0015 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 4 | -0.0003 | -0.0005 | 25.00% | 75.00% | 0.00% | -50.00%
Cycle | DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 4 | -0.0001 | -0.0002 | 25.00% | 75.00% | 0.00% | -50.00%
Cycle | DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> DestructiveRotation_Age1 | 2 | -0.0000 | -0.0000 | 0.00% | 50.00% | 50.00% | -50.00%
Cycle | DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 2 | 0.0001 | 0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 | 2 | 0.0000 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 3 | -0.0003 | -0.0005 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 | 8 | 0.0003 | -0.0000 | 37.50% | 62.50% | 0.00% | -25.00%
Cycle | DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> DestructiveRotation_Age1 | 2 | 0.0002 | 0.0002 | 100.00% | 0.00% | 0.00% | 100.00%
Cycle | DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 4 | -0.0004 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 15 | 0.0001 | 0.0003 | 60.00% | 40.00% | 0.00% | 20.00%
Cycle | DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 | 2 | 0.0001 | 0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 32 | -0.0001 | -0.0000 | 46.88% | 50.00% | 3.12% | -3.12%
Cycle | DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> DestructiveRotation_Age1 | 14 | 0.0005 | 0.0003 | 64.29% | 28.57% | 7.14% | 35.71%
Cycle | DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 3 | -0.0003 | -0.0005 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> DestructiveRotation_Age1 | 2 | -0.0001 | -0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 2 | -0.0001 | -0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 9 | 0.0003 | 0.0000 | 44.44% | 33.33% | 22.22% | 11.11%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 73 | 0.0001 | 0.0000 | 49.32% | 46.58% | 4.11% | 2.74%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | 9 | -0.0003 | -0.0005 | 33.33% | 66.67% | 0.00% | -33.33%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> DestructiveRotation_Age1 | 39 | -0.0001 | -0.0001 | 41.03% | 51.28% | 7.69% | -10.26%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | 12 | 0.0001 | 0.0000 | 50.00% | 41.67% | 8.33% | 8.33%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 | 2 | -0.0007 | -0.0007 | 0.00% | 100.00% | 0.00% | -100.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age11-20 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 | 2 | -0.0000 | -0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 | 4 | -0.0001 | -0.0000 | 0.00% | 50.00% | 50.00% | -50.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 4 | -0.0001 | -0.0001 | 50.00% | 50.00% | 0.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 | 5 | 0.0000 | 0.0000 | 40.00% | 40.00% | 20.00% | 0.00%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 6 | -0.0005 | -0.0004 | 16.67% | 83.33% | 0.00% | -66.67%
Cycle | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 | 16 | -0.0000 | -0.0001 | 37.50% | 50.00% | 12.50% | -12.50%
