DataScope,Breakdown,ValidationMode,Regime,Instrument,Cohort,Field,Count,AvailableCount,Mean,Median,Std,Q25,Q75,PositiveFraction
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,Base_NotPriorSlope_Q3,VolumeSMA,142,142,4641.36161971831,4340.225,2206.65204518842,2889.25,5979.2375,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,Base_NotPriorSlope_Q3,RelativeVolume,142,142,0.967380675709155,0.8822807931500001,0.48656015170809186,0.6484592417749999,1.19105444855,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,Base_NotPriorSlope_Q3,VolumeZScore,142,142,-0.1338542226746479,-0.31244963935000003,1.020219570959837,-0.9400207305749999,0.44859427355000003,0.39436619718309857
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,Base_NotPriorSlope_Q3,SignedVolume,142,142,797.0492957746479,1682.5,5269.350018898552,-3002.25,4167.0,0.5563380281690141
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,Base_NotPriorSlope_Q3,UpVolume,142,142,2588.7323943661972,1682.5,3292.596763287273,0.0,4167.0,0.5563380281690141
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,Base_NotPriorSlope_Q3,DownVolume,142,142,1791.6830985915492,0.0,2753.6684838083556,0.0,3002.25,0.4154929577464789
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,Base_NotPriorSlope_Q3,FlatVolume,142,142,45.556338028169016,0.0,340.96358085605385,0.0,0.0,0.028169014084507043
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,Base_NotPriorSlope_Q3,UpDownVolumeDelta,142,142,797.0492957746479,1682.5,5269.350018898552,-3002.25,4167.0,0.5563380281690141
VolumeAvailableSubset,ByRegimeInstrument,Reference,2023 | 2023 observed regime,ES,PriorSlope_Q3,Volume,56,56,16796.01785714286,12702.0,14567.177293791898,8459.5,20036.5,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2023 | 2023 observed regime,ES,PriorSlope_Q3,VolumeSMA,56,56,14836.222321428571,14103.525,4759.788759072475,11674.462500000001,17871.975,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2023 | 2023 observed regime,ES,PriorSlope_Q3,RelativeVolume,56,56,1.132761581251786,0.84582792435,0.933441164776044,0.692633849925,1.4884810318750001,1.0
