APVA Memory Forecast Study v0.1
============================================================================================================
Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Node count: 35

1. Memory Stream Reconstruction
Bar | StateAgeNode | NodeCategory | MemoryStrength | HalfLife | ForecastConfidence | EntropyGrowth | AttentionCategory
228 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
229 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
230 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
231 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
232 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
233 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
234 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
235 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
236 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
237 | DestructiveRotation_Age2 | Insufficient Node | 0.2315 | 2.00 | 0.0833 | 1.2700 | Insufficient Node
238 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
239 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
240 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
241 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
242 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
243 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
244 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
245 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
246 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
247 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
248 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
249 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
250 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
251 | NeutralProcessing_Age11-20 | Insufficient Node | 0.1926 | 3.00 | 0.5000 | 1.7961 | Insufficient Node
252 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
253 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
254 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
255 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
256 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
257 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
258 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
259 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
260 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
261 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
262 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
263 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
264 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
265 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
266 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
267 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 0.2927 | 1.6727 | Insufficient Node
268 | CompressionProcessing_Age4 | Insufficient Node | 0.2803 | 2.00 | 0.3182 | 1.6596 | Insufficient Node
269 | CompressionProcessing_Age5 | Insufficient Node | 0.2037 | 3.00 | 0.0833 | 1.5518 | Insufficient Node
270 | CompressionProcessing_Age6-10 | Insufficient Node | 0.2037 | 2.00 | 0.3333 | 1.6561 | Insufficient Node
271 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
272 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
273 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
274 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
275 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
276 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 0.2927 | 1.6727 | Insufficient Node
277 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
278 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
279 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 0.0357 | 1.2510 | Insufficient Node
280 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
281 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
282 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
283 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
284 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
285 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
286 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
287 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
288 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
289 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
290 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
291 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
292 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
293 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
294 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
295 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
296 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
297 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
298 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
299 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
300 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
301 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
302 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
303 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
304 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
305 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
306 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
307 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
308 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 0.0357 | 1.2510 | Insufficient Node
309 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
310 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
311 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
312 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
313 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
314 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
315 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
316 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
317 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
318 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
319 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
320 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 0.2927 | 1.6727 | Insufficient Node
321 | CompressionProcessing_Age4 | Insufficient Node | 0.2803 | 2.00 | 0.3182 | 1.6596 | Insufficient Node
322 | CompressionProcessing_Age5 | Insufficient Node | 0.2037 | 3.00 | 0.0833 | 1.5518 | Insufficient Node
323 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
324 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
325 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
326 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
327 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 0.4444 | 1.8948 | Insufficient Node
328 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
329 | ExhaustionPersistence_Age2 | Insufficient Node | 0.2760 | 3.00 | 0.3871 | 2.1685 | Insufficient Node
330 | ExhaustionPersistence_Age3 | Insufficient Node | 0.1799 | 2.00 | 0.5238 | 2.3520 | Insufficient Node
331 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
332 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
333 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
334 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
335 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
336 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
337 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
338 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
339 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
340 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
341 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
342 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
343 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
344 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
345 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
346 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
347 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
348 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
349 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
350 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
351 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
352 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
353 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
354 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
355 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
356 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
357 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
358 | RecoveryResolution_Age2 | Insufficient Node | 0.2924 | 3.00 | 0.4211 | 2.3012 | Insufficient Node
359 | RecoveryResolution_Age3 | Insufficient Node | 0.2922 | 3.00 | 0.4444 | 1.8948 | Insufficient Node
360 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
361 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
362 | CompressionProcessing_Age3 | Insufficient Node | 0.1992 | 3.00 | 0.2927 | 1.6727 | Insufficient Node
363 | CompressionProcessing_Age4 | Insufficient Node | 0.2803 | 2.00 | 0.3182 | 1.6596 | Insufficient Node
364 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
365 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
366 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
367 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
368 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
369 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
370 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
371 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
372 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
373 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
374 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
375 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
376 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
377 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
378 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
379 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
380 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
381 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
382 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
383 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
384 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
385 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
386 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
387 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
388 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
389 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
390 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
391 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
392 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
393 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
394 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
395 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
396 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
397 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
398 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
399 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
400 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
401 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
402 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
403 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
404 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
405 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
406 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
407 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
408 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
409 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 0.0357 | 1.2510 | Insufficient Node
410 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
411 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
412 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
413 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
414 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
415 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 0.0357 | 1.2510 | Insufficient Node
416 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
417 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
418 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
419 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
420 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
421 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
422 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
423 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
424 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
425 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
426 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
427 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
428 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
429 | NeutralProcessing_Age3 | Core Node | 0.3509 | 5.00 | 0.6500 | 2.1063 | Core Node
430 | NeutralProcessing_Age4 | Core Node | 0.3265 | 5.00 | 0.8585 | 2.4430 | Core Node
431 | NeutralProcessing_Age5 | Secondary Node | 0.3357 | 3.00 | 0.6842 | 2.1524 | Secondary Node
432 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
433 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
434 | NeutralProcessing_Age6-10 | Secondary Node | 0.2169 | 3.00 | 0.4904 | 1.7158 | Secondary Node
435 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
436 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
437 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
438 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
439 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
440 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
441 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
442 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
443 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
444 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
445 | MixedStructure_Age2 | Insufficient Node | 0.1567 | 5.00 | 0.0357 | 1.2510 | Insufficient Node
446 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
447 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
448 | DecayToNeutral_Age1 | Weak Node | 0.1769 | 2.00 | 0.3592 | 1.8881 | Weak Node
449 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
450 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
451 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
452 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
453 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
454 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
455 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
456 | RecoveryResolution_Age1 | Secondary Node | 0.2234 | 5.00 | 0.0851 | 1.9470 | Secondary Node
457 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
458 | CompressionProcessing_Age2 | Secondary Node | 0.2168 | 3.00 | 0.0870 | 1.6136 | Secondary Node
459 | ExhaustionPersistence_Age1 | Weak Node | 0.1833 | 3.00 | 0.0206 | 1.3577 | Weak Node
460 | CompressionProcessing_Age1 | Weak Node | 0.1697 | 2.00 | 0.2034 | 1.7443 | Weak Node
461 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
462 | NeutralProcessing_Age2 | Secondary Node | 0.2734 | 5.00 | 0.3399 | 1.6917 | Secondary Node
463 | MixedStructure_Age1 | Secondary Node | 0.1956 | 3.00 | 0.2545 | 1.1813 | Secondary Node
464 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
465 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
466 | ReassertionProcessing_Age1 | Secondary Node | 0.1925 | 3.00 | 0.0460 | 1.5318 | Secondary Node
467 | ReassertionProcessing_Age2 | Insufficient Node | 0.2188 | 2.00 | 0.1875 | 1.9893 | Insufficient Node
468 | DestructiveRotation_Age1 | Weak Node | 0.1768 | 3.00 | 0.0704 | 1.2713 | Weak Node
469 | NeutralProcessing_Age1 | Core Node | 0.2042 | 3.00 | 0.4202 | 1.6396 | Core Node
